name,pca_feat
Pomegranate,"[-0.6994798333590919,-25.351033935976158,-3.00247722554501,-15.628259367004619,-4.127889285436912,-0.4763527880846698,-0.06851418237364697,6.0565245375812236,2.79986981921415,1.4525345111431835,6.310291337257097,-2.8554078229481363,0.36750002552508293,0.2682011999003085,2.4469120997223457,-4.051159364697919,-0.062488908014965,-2.000729127636391,-3.2923357086852807,-0.18476748081044453,0.5482915058360904,-5.627737699052043,0.36931794771990606,0.6212745548828372,2.7056441843485746,0.9443267028184337,0.4351516505907607,0.7406224564158255,1.0540473946249493,-2.441099281504644,1.7959537067881615,2.1236647289634605,-0.331607219766712,-2.5623408568959536,-1.811331361438979,-2.0838039446331083,0.2319062767465747,3.0382414052551137,2.5077649368964665,2.5734202826833683,-0.5512606836276188,-1.5594217905839751,-1.281665945194203,-0.790388761111863,-1.1381725251738621,-1.3605116124948438,0.46070762632518764,0.9481109113858267,1.4406062893668674,1.3694311714005845,2.333966770564699,-1.3875918923849646,1.5552714059942014,0.007288793916852071]"
Pear Williams,"[-7.205194649740475,-27.318354788449497,-0.6197195995525556,-9.479590999270876,-7.6552238923333045,3.96479384491396,-4.387914242404354,4.503093967098288,-2.0177145282140545,2.58607343136599,2.2696301681101505,0.46331769699102515,-2.90225352633953,1.817055448296878,3.7922422858328817,-0.6843594479144502,-0.5261630458367424,-1.8690579379022803,-3.935577153570599,-0.2958076985597532,0.6163038094970237,-5.946532462905834,1.5843252598458648,0.5204170454946536,1.606187963196469,-0.5240499437272417,1.573527270112323,-0.34439188616712324,-0.11423372617121126,-0.07570285559576627,0.9785546168578704,1.470923404140223,-0.5113694979691349,-0.27215197107107,0.2956597944798086,-2.021278383763343,1.084475631597922,-0.49034777782459577,0.5707759736796606,2.8887978441302757,-0.11255870451670594,-2.054779081850858,-2.5135636708194102,1.2013725986975838,-0.9577849707241959,-0.4801921602060958,0.8431780849688433,2.458284946952022,1.3815640039393626,2.189478623873895,2.3871881158165897,-2.1892247022054723,-0.11625099996292995,-0.6413224407848446]"
Tomato not Ripened,"[-12.24342646311729,-21.53360626157217,-7.989115159941904,-14.620061274169856,-6.780686457973729,3.1430743495306968,1.3495342303785842,4.227551575098055,-4.072747090042171,5.723290427016202,1.7763179043730897,-3.157107539121144,3.436487037882036,-0.9589290531905018,1.8430467345923225,-2.128342646682945,0.24471070229913705,-0.13563900672341228,-3.3542526339444296,2.8443225835794,-0.996858809470746,-1.5716593816696791,-1.6372855098315313,1.8138832992774085,1.0000341634092746,0.9922797929935985,1.0855638572609536,1.3888424471454233,1.3920073683656788,-0.8346379433410646,2.4613095356643275,2.188053064528548,-2.011567707700266,-1.4075740847807112,-1.663177136694774,-1.3396714560072707,1.0301514756683223,-0.4636389685670818,0.9744015434304232,2.559664764471901,-0.14030828213191088,-2.8239086861335734,-2.5879736524960726,-2.1521932399334536,-2.3245860167513874,-0.6551076523201369,1.8385267143730346,0.32123800062228064,2.2381992149281653,1.1404975183508053,0.04363525752721817,-0.9116889529260689,1.505277494736365,-0.0042003484123746]"
Apple Red 2,"[1.0418357274812045,-21.611254223455376,-0.8182314397201235,-7.277294396777127,-4.826729040108316,3.2044289156533003,1.6154830209791988,0.9660630802079485,0.16184096425357167,2.5736009273652347,2.7367568920598937,-2.5433902478899957,0.8225904834482227,-0.7208242180671799,3.589042263443503,-1.1366993215337726,1.1107345373459703,-1.8343353424867639,-2.452203518339629,0.7242457794905608,-0.5133435598353855,-3.274537147941947,-1.9392061860668446,1.6869711598679007,1.5251748700612628,1.1386143185942403,1.3055636981432035,0.5158362497405069,0.9563363592742969,-1.3354163352488047,2.581893046590726,2.122775754047637,-0.7042790121570351,-2.337650266396607,-2.237242349157287,-1.2386037197724864,0.6644774586743353,0.5153646536286183,1.1100219536369453,1.9261625385761723,-0.38182890467040714,-1.4802704346410778,-1.5884062946878663,-1.1085277722050129,-1.432978221289717,-1.0214411357732525,0.5292243696895295,0.4434972210777843,0.8006351246880309,2.3768442964792302,0.7205328608142305,-1.486720299938383,0.660856114902254,-0.5142170129415857]"
Peach Flat,"[-5.356297231584598,-22.27229783759309,-5.934786110452122,-11.265523230891297,1.020025167463083,0.773848293665907,4.1500256666506035,3.0878493741168644,-5.10204449200513,3.1340438888915356,6.0514282905444725,-3.0021226019989955,3.134446785492698,2.2793413450345494,2.7874630204064634,-1.2718801527900194,-3.9942385034068164,-5.719546142432587,-4.184729565879854,0.5771208240456805,0.25708527360418437,-5.158553203580787,-2.6624736882804116,0.8070996599564975,2.089403945771058,0.037477913563707756,2.3162029485136313,2.233722525583343,0.7439166798808372,-1.4502255979545515,0.8386888959029835,1.4528116319214952,-0.38541957312194486,-1.9813091113533965,-2.5285256454071003,-0.4257931996133823,0.4211893480975506,-0.6685391645544874,0.22499470863204896,2.8863210266029897,0.298827115941903,-0.5499287981877657,-2.2230270390707103,-0.9184492444626007,-0.29427560600528024,-1.5270267646728575,0.6637462677878246,1.1410270968237244,0.5895104699881564,2.592373915241756,1.8481054495051468,-1.3287896474443128,1.0217970580793896,0.02784454037580211]"
Tomato 3,"[-14.543703173986303,-23.039201014922437,-4.824215206700606,-6.585146018339126,-5.424568544166828,3.9821838947149035,2.412944985847273,4.961052575503374,2.263555782607122,-0.1127765569145884,4.498736575074098,-2.8870412444782447,0.47803130680435607,-0.36418497930087584,6.6838312273074765,-4.847943515135423,1.2648286979267283,-1.7541245350239973,-3.8842891044201733,1.6175579056033371,-0.026102482275729578,-3.006067368469658,-3.1764898794702163,-0.7775809903877301,0.4635731324337848,1.958678047573262,0.8015376653815629,0.7848400523254446,0.603397082134164,-1.8411902574897065,2.9938123439078743,2.5107740696069083,-1.5606184453501795,-1.5065693318649325,-0.7754401095657971,-0.698361587899544,-0.7058690969934737,0.8472883672833025,1.2246313503947572,0.9187185595802941,1.5318635379663927,-2.1957854866197177,-2.433787786930589,-0.9050060432204365,-1.4450455166564742,-2.1208907573358644,1.952527434000573,0.8918671884913906,0.9000422375139487,1.8720083898926712,0.7476089579994137,-1.5287777789112396,0.23677433361659697,0.46923993354142274]"
Maracuja,"[-0.3736744750028136,-20.253884463554147,-2.929237631955342,-8.494105414309962,-5.79731258227856,1.587559511926719,1.3138444523696264,-0.011736795591819404,-0.4359085032460615,0.4040135820960928,3.707486098194626,-0.6197347651039818,1.812470843122092,1.8956602209416566,2.8649070489522344,0.527133255964531,1.656700466779824,-2.1731612079535836,-4.455857485844655,2.2066342213795123,0.480403187475414,-2.7406082605967246,-0.6404608278578556,-0.2099852665813497,3.1847466364667927,1.6747695783074472,0.6185414424883499,-0.9228730125770258,0.5801043804115694,-3.003365725826974,2.6620549442637986,2.4034052775376824,-1.1446619928983224,-1.6172532478366692,-1.0971488257029336,-1.0755465957318269,0.2998167285450703,0.300009022512799,-0.4026262841508334,1.7056852800024418,-0.30430020115867623,-0.8449813339145458,-2.316043615304852,-2.128039708562219,-1.2552030371100067,-1.0725206964787457,1.0203555106920477,1.2015836124336796,1.558021754004138,1.117045347442037,0.17421179361744518,-1.5280162358856624,0.5148081068687389,-0.7604958396512732]"
Apple Red 2,"[1.1085255711856674,-21.502930280430487,-0.8857709372201769,-7.400575007215117,-4.811885095287887,3.158465700622743,1.4653441324930652,1.0712382207511029,0.26780360671006953,2.520557328219865,2.699919515796347,-2.6148307028020907,0.99350332616119,-0.6686120071905465,3.455665796943556,-1.2454571193212296,1.1427573061591507,-1.8226582175409018,-2.5040441593072233,0.7530275850222414,-0.4652790458514056,-3.3936396202609163,-2.031398952687065,1.5643628123715534,1.5561648533768317,1.1305018628853916,1.327438032630537,0.6713381577194807,1.0918622325202016,-1.3430334261597257,2.569616431108897,2.1518215064935324,-0.6844131920166315,-2.452495225640835,-2.3063354921414745,-1.1362442457797088,0.6406888217032181,0.5217117162504941,1.1749009722067838,1.8599010242510292,-0.4012141746764869,-1.51745546946283,-1.5377514985116478,-1.0965247255589454,-1.4298279899637387,-0.9799533605485995,0.5976180569023133,0.6058795661381668,0.8373921050217478,2.3811684537534554,0.7247423268935184,-1.5932113596618427,0.7002549970476359,-0.49455202785050356]"
Apple Braeburn,"[0.7703730572172083,-21.33570855165211,0.7921745574299279,-8.135455784692082,-5.459339163591769,2.8973503384467727,1.6886586531911538,0.2307842327773946,-0.6356378942533526,0.8909619433150083,3.544527105121084,-3.023786071806212,0.5929704436435889,-0.612007625218768,2.831054833220366,-1.0477290321106776,0.9818704033980055,-1.0503811504658562,-3.4806508157140503,0.8994923705536672,-1.0155088972247206,-3.1618338340598613,-1.2642068473632393,1.0550564338151032,1.9673449575364126,0.43078122634698507,1.3303637363478618,0.7907464392437098,0.9187487563507176,-1.0765535614474524,1.4892550420251107,1.9068359668967785,0.01507694165015568,-1.7566297862924383,-2.506718166692925,-0.6156480134711099,0.6092189628603576,0.12426077810851056,0.804481194751843,1.3948032980545375,0.22046655633656753,-1.3523596654439487,-1.7289064183093186,-1.0971429478775314,-1.4996415769479163,-0.9043731281051631,0.7363529099906622,-0.13796232760878874,1.2064934588044682,1.923277810640269,0.8428511737374725,-1.8306686254936244,0.6620110366703027,-0.533001628040131]"
Passion Fruit,"[-0.8097249828964093,-25.324370164221957,-4.3641522589912976,-15.786050539927645,-6.794776306857876,5.250405191752715,0.4081477290065734,6.641229519537433,-1.3269018360117915,2.3025642985445267,1.449974581368066,-2.14920603331698,1.6327568462646989,0.2570536945119178,2.0604507036823545,-2.162823946372629,0.0001142309163453443,-0.8978714153500144,-3.4574926029758024,-0.2695454810211745,0.5696896754979865,-5.539009528056022,-1.9694667877887542,0.6109658417097729,1.4836086346783746,1.2303933487488672,2.163693252435872,1.178149904725925,1.3170372083726183,-0.9665024650712267,1.3699430686202232,1.5674627089468935,-1.0117695899913826,-1.7054267787505966,-2.76207071140039,-1.9933015010915633,0.42482182307459737,0.36101111847903694,0.3487785041896953,1.2354731570229318,-0.8608861349654761,-2.5857109553149136,-1.6594216194751705,-1.1087317593556534,-0.8205923869162158,-0.22599169820000092,0.951410392029379,1.3388942328182878,1.3735416450520068,2.371154573095858,0.4682881558353175,-1.7103824233882892,0.34880527610212814,-1.185681939266275]"
Tamarillo,"[-3.3638381212899127,-28.597391373727394,-0.21857033980397805,-7.042861989311572,-10.160455992831292,2.1968005216465163,2.915936964490019,4.8253788538446925,1.6919390758948365,0.5100142337821605,2.4350419468184197,-2.148933231767418,1.0902103052183993,2.3304736357738873,1.0067104358309202,-2.4259292638747785,1.1302858165037901,-2.3453588641734218,-2.8956451930040976,2.097953827847929,-2.1773149220497463,-3.3031890114580715,0.3009491650663679,0.9548633761042878,1.84012039185331,1.3556933089714753,2.2026189566223175,0.2845249067465775,1.5333879546702915,-1.3605333527396923,3.145701944704513,2.8293409464180748,-0.17171064844538117,-1.663341968598158,-2.095696890598053,-1.2051337399084268,0.9434814910209671,0.03405824280734073,0.04280604565010713,1.6038034274203186,-0.7085187820569162,-1.6852741954475516,-2.0780649421397874,-1.7402166264973953,-0.0025927681851077083,-0.3654728791434496,0.676384495035895,0.6874514761295892,1.0952213052892472,1.9603950439538735,0.36275330481910933,-0.512727711076705,0.7395853385878884,-1.1786111011031402]"
Granadilla,"[-5.058794180422844,-28.331416430017647,-2.8868364581095447,-9.199568005440272,-11.802868259651852,2.6491596716835226,0.49564002454073036,-0.3820361908209336,-1.535093039992091,0.8450116112363159,3.7339574731766074,-2.0417807456261796,-0.31080714606231546,1.4149041726265406,5.5093750940681,-0.7872854260597373,1.176249148277999,-0.7496859131783915,-0.9054142513984328,-0.240794878044671,-0.07619287530345766,-3.4264634854214693,-0.5227390102486527,0.5197473588301077,1.4023707385349562,0.8129606186265379,1.971933621022123,0.28543288486823915,1.383757723346803,0.6334286108955666,1.891027992916548,1.3905583602241829,-0.35072757197480386,-1.7422629194844883,-1.291477764014365,-1.4815598430004628,1.280031919982027,0.24349065426675515,0.7138576171107642,1.445853430780204,0.745803159833561,-0.7583061312993769,-2.3415649241219114,-0.12597477720067463,-0.2880730194612739,-0.7854476950556615,1.4171955488167722,0.7249088610690855,1.476469760551325,1.2045850136343843,0.18606318200450858,-1.7153405250188043,1.053148904682091,-0.34966486000889974]"
Apple Pink Lady,"[-14.077299549011256,-20.423581630257495,-7.387864352983077,-16.440102815742954,-9.397230146974904,-2.513115374909177,1.597475064197867,1.9202369828378054,-1.553750403015393,2.0634998327724086,2.939371278570962,-1.4562114161465292,-0.9080913623783691,1.129616006003189,2.430079317342316,-2.1462522251634932,0.8243724793768105,-2.7049733027546345,-3.4065037341061477,2.3370490807685953,-0.7285573578488036,-3.518021568543577,-0.6997595329122913,-0.09835764783346572,2.3748610493450024,0.8501677634277971,0.4225011874421328,0.2542712441147476,1.8461694736458996,-2.314465269632007,1.999842147762345,2.6072295008659543,0.5408607541085909,-0.7945458386538145,-2.9466194421433847,-0.6256387863277932,0.8304637225294624,1.228417388221852,0.7088830172828855,1.4694587595978834,-1.0805473428823387,-2.5645629777839543,-2.018201513452967,-0.22389686939980297,-2.2297589861756992,-0.8036073184816174,1.9299058522240007,0.9354866761962582,1.689342125755308,1.0050444335665272,1.5382988432297038,-1.406557912815538,1.3687999794386905,-1.0156528806311205]"
Apple Red Delicious,"[-5.10938934338369,-23.883607780599622,-2.4909775913000987,-8.14485014815852,-6.903002522901512,1.8573898212371784,-0.42853741257450245,3.3640979254711816,3.6326584126434778,-0.4575577702455778,2.6793588425273387,-1.4486969065203106,5.883544748595261,1.0341821431190155,1.6080537531263497,-2.5859015281408286,-0.03792593230086873,-3.446449392971093,-3.9822914097784974,-2.557618540075991,-2.6401248433265936,-4.195838597071288,-0.967740924968528,2.27049158211058,0.40492346217352987,0.5342566931797949,0.6333316205376935,0.9480632388958548,1.7599981400582718,0.728591321345387,2.7633360720460667,1.207123210091844,0.42106139523834185,-2.6188596896911838,-2.70878695374237,-1.3643246388218766,-0.8929913147567978,1.577055472680194,1.006823374757976,1.376277772196752,0.8274470862386826,-2.852846245889809,-3.611348489566334,-1.7793878703847719,-1.2920594712805442,-0.7689361247913297,1.3128644259011524,1.409098491352943,0.6645718679076822,0.29531025660948085,0.6581658093761902,-1.2058431705051087,0.8661320489650649,1.16816448741738]"
Huckleberry,"[-7.112464102974696,-26.362766579950385,0.30470769503673834,-11.739584529999464,-11.466218131521204,2.1509422650404058,4.782803309667275,2.3084341029554,-2.7445096243158202,0.5388682102619319,2.405567760527677,-2.0642938892530407,0.5174546978011585,0.21752307478134972,2.766668640236402,-1.639072378717215,0.7208848425088344,-0.8801868798819257,-2.355994795777785,1.3835275669715728,-0.3704628703380967,-3.9613555007762375,-2.8947863915315026,0.8194469943303399,1.8074298729110865,2.225794962002949,1.8407308784510532,-0.7458165181509393,-0.021977422968068407,-0.8971507097092825,1.7027353233147526,1.993613832511338,1.1615882662656951,-1.5459019090005701,-2.054887717799136,-2.045150648749427,1.097928176185913,0.160878844105447,-0.14624320107866323,1.7374554946192622,-0.12915185413435343,-1.0416083756536523,-2.953357969414254,-0.3076577920954598,-0.78099507605304,-1.0416859484094758,0.7737101142403708,1.679661551143158,1.4917911048124015,2.1053579994168423,1.2628337115905055,-1.9715772586872438,-0.01285036763016521,-0.09722443919836804]"
Huckleberry,"[-4.868271901199094,-27.48000164399916,0.6998162020270499,-10.939898888542091,-9.723409934003818,2.143479816259194,4.413247762530433,4.7334428618730895,-2.7624994968623735,0.6193067970105467,2.1429781643601635,-2.099572092844456,0.42412788982854016,1.7622252800626061,2.30051034534932,-1.9439402815429232,-0.9170660487553289,0.2057138249248251,-3.08708554034936,2.030812226909467,-0.5852374764405981,-3.474883386143845,-1.9128712299429576,1.2268544771579748,1.2567102648230972,2.566496315681892,0.973372642539126,-0.6558227825622864,-0.32785193093260373,-1.453492009650119,1.4652496473292003,2.6228921926867885,0.8343487635227832,-1.6714734080876381,-1.6865004884055157,-1.355527335382887,0.7634424613536562,1.185388475416154,0.40550825025331544,2.36865071949251,-0.38798200165483515,-1.451289461772153,-2.2051597015719193,-0.6620680926241382,-1.059846945050667,0.12103713328826035,1.2804184416615019,2.3097925635179264,1.2229204846006905,1.8320375641122157,0.7899417010992421,-1.8054352680572037,0.8121335595264757,0.23223163210043268]"
Cucumber Ripe,"[-14.506251470933142,-31.628340178792456,0.25465724568631043,-16.8510070805827,-5.391751522187897,-0.7665289691517514,1.1457688134250363,4.12965185366742,1.1622458007245686,-1.7274787535155856,-0.34634815434889543,-1.7203532664799406,0.08112559964249255,-0.3876009319744465,3.3191137514024103,-0.5267613253673785,-1.5527438594325835,-1.1919986398095006,-2.7559362068399054,2.212898216074299,-1.8751513172134597,-1.955521682855529,-2.055817483019713,0.1681809966013089,3.5351782110750145,1.3235296534234209,0.1485428631449093,0.19451447989861198,2.186527535998564,-1.2246391642406054,0.7719774330420224,2.783205359948683,-1.7576034232647462,-2.0427578172325926,-1.273042768206071,-2.041896790526619,1.0483278569392436,1.4678187435757402,2.6277959862492257,1.0119719200162751,1.3631269022993604,-2.793912773182729,-2.0417821009340673,-1.0607063942019905,0.3745501598781269,-2.0722894049973815,0.2911132257295005,0.10641207015212725,0.8783771968563409,0.4150111825250441,0.7459106856096653,-1.297883765916792,-0.6273987165847211,-1.8617510677828888]"
Mango Red,"[-16.2317463918279,-19.83140225013956,-8.652500967809571,-14.55650909143206,-8.416635315782706,1.2398225814768644,2.905128361247811,4.742467187581418,0.6927528733616427,2.5201164583585194,2.0266250978653497,-0.9762410568709263,0.5089191811786211,0.3161268765802911,3.2495697597859667,-0.8099976465966622,0.28618919849691105,-2.728649044306416,-4.152689301748276,1.603120427841717,0.5249406729468328,-3.5425395512802953,-1.7727537218171767,-1.494658593628493,1.7526854394738494,1.5235885949447725,2.288331113063893,0.3055754028138715,1.1163119556866652,-2.4950519453608915,1.5823041011775965,1.6002846504950539,-0.2800930201018762,-2.3410035484557787,-1.6763562238096668,-1.1796503972322743,0.5631124330840648,-0.24305691252729614,1.4371311657860597,1.6260475232330271,0.10797968548952908,-1.7533666370561685,-2.3678628761125924,-0.32214513835566905,-1.6980904604960536,-0.7771966492042309,1.04699978508196,0.7502774261241668,1.0761381583980039,2.4694437485129765,1.4969332114639282,-1.117745914499993,1.4370629437354812,0.052871721513455344]"
Apple Golden 3,"[1.9051050705642039,-21.7173034579011,-3.362299448047837,-6.618764466833465,-0.9473160483907428,2.386231011178377,3.1123394224777896,1.19801759213143,-2.027567877936995,1.1710715001161653,1.9550789304934038,-3.319490363691648,2.006266916110188,-0.25461033732467114,2.9007250230502035,-1.9296644524516495,-0.5471034212225864,-2.1297415585409825,-2.948282095529973,1.1766458973864644,-0.29975338467448803,-3.456874336250643,-1.564988529232625,0.2813405262048061,2.66724319670121,1.1182262845306712,2.2007846311250625,-0.0873050442665403,0.512924285038818,-2.267833009056046,1.9081819496631043,2.324342047778875,0.12389615084142978,-2.8722172458254063,-1.6181726251245339,-1.6567107293914374,0.30574986986901215,0.6910027181275313,0.3177748003287838,2.0154752383294094,-0.2225582356675956,-1.4691031498263367,-2.1733455457629645,-1.1691233265260241,-1.0284369612972648,-0.6163544039560135,0.8767055485939439,1.4441444379656663,1.1854999269062585,1.675983427078853,0.8028939938321035,-1.508704428106433,1.069225113116736,-0.5569204477000279]"
Huckleberry,"[-7.072348174128703,-26.291909439862046,0.3156530507148462,-11.939324685599146,-11.405634888995985,2.034561791362854,4.658750914767059,2.4161381203552064,-2.836647265001335,0.3799693484885328,2.427757603623178,-2.083417023773104,0.5753373474123981,0.29668377915911365,2.8145457128078855,-1.6238204591578476,0.732392041407908,-0.6742764889132643,-2.400097260718821,1.2783183550894832,-0.3615884056399406,-3.9341100746714277,-2.9660580943679062,0.7969042299795016,1.795861444291981,2.2957577828631006,1.8283705581581857,-0.8811427921432038,0.06170783101754584,-0.9755730755788609,1.6633631213525246,2.072928658778997,1.3483451102852602,-1.6401370949386256,-2.193904576058394,-1.9375218964108136,0.9914522895661496,0.24326562307934047,-0.2161168798537976,1.8467949133789079,-0.08177280793199465,-1.095123881239678,-3.0117630619516267,-0.36663692015849253,-0.8440348598329486,-0.9234336283940003,0.8128502570660189,1.8218060666517557,1.4329498298467365,2.1375160962237767,1.3112497668908107,-2.080495084287401,-0.10699842121685013,-0.10063753200278369]"
Tomato Heart,"[-15.32117827518723,-19.773749481755882,-7.150136154476597,-13.385610311728467,-8.763465285492899,2.858085356487781,4.060940421429824,4.378001584916756,0.9237408532602749,0.8293295211975605,2.3052613523100227,-2.6916870344778605,2.429036048457879,0.060171969065319866,4.193614914471533,-1.1256826098776365,0.04407248769162962,-1.7444857265617324,-4.15043402239493,-0.0787161773907172,-0.753807290179983,-4.005498495968795,-1.8119819318666723,-0.07857984938444211,2.63733373815547,0.7542289444579938,1.8056014779595888,1.8710575157711462,1.816990770988604,-1.4019872774294126,2.2426165758803673,2.0461101400852293,-0.8739006344820214,-1.7495117495647465,-1.727263605764954,-1.2713861855812787,0.31297129099152093,-0.11354396982939922,0.5165238342617894,1.8343488029830641,-0.5713628947346432,-1.4811738016866156,-3.281532222088132,-0.7650545856612614,-0.95225672606339,-0.3578856922563358,-0.053865841304843114,1.4439937246398606,1.0181895509437735,1.622457682920594,2.603364405436549,-1.9657656939290258,0.6692702377436797,-0.35835292162094756]"
Nectarine Flat,"[-15.22010047205558,-23.88456042221084,-7.521588335240686,-6.226833875555929,-3.264145990820618,2.7572742141345796,-0.30989006201702635,5.171739101162361,-4.276679041385037,0.4626591835097826,4.313354883478553,-0.5759311541614013,-1.3048284879042304,-0.042977697807861856,2.5622714834667377,-0.20645628320162743,2.48219180373256,-3.244290844010949,-4.702925531347153,0.19426470716954272,0.31662479861835263,-5.64787895658924,-2.0308203974977532,-1.1317100579507557,3.5068976366893594,-0.12731796893861763,-0.3299627851526024,2.072710127116276,-0.8588580619062055,-1.1586423990770984,4.129143960046262,3.7731604627654876,2.5240991705330904,-1.1231385012967532,-2.820938712105154,-1.4119568603348396,-0.34968761552341404,0.424513237596916,0.759801345827781,2.738789617197854,0.5505393141103045,-0.4919011278888278,-1.0603254145880021,-0.482806875558038,-0.729226707033651,-1.4904680577749958,0.21005581227133335,0.4742964477832328,1.0106043451173803,1.6067587652161206,2.4094849549815267,-1.7334145800585892,0.9651877575767677,-0.17125850710335896]"
Avocado,"[0.5169464097497408,-29.797165331998,-0.6124727089456817,-9.790989775500446,-5.54398276203172,4.006356936275017,0.49460088814353714,0.7764558136218979,-0.7786740477552284,2.505459578428008,3.3967858024726487,-2.5435617931338688,-1.292357405693636,-1.8684786196121221,3.487021141177769,-1.1319683207146176,-0.5098465095617546,-2.7241092976255645,-3.2943403766859087,0.455880593715194,-1.1398449778211381,-4.328872754251557,-0.19326815151412283,-0.25090414908392367,0.12260847662083908,-0.12039685737750368,1.7571995074691744,0.9873188947209346,0.06983505147223369,-1.509567194196555,1.0865561680430562,1.1289477912985815,-0.09992466656510648,-1.0151285449470036,-1.9541747676505303,-0.022146091140783617,0.16443753106618436,1.2744246963487382,-0.3606564465585707,0.4836627421032732,1.049419732817951,-1.2125302396412898,-2.7859257446076704,-0.647948166125415,-0.32431348063481263,-1.6255288630895761,1.3947227755441658,0.5847593272934583,1.2597671733079305,1.8301276041735464,0.9673021941946234,-0.8385639702274565,1.520694475565618,-0.018845911611528068]"
Fig,"[-8.839438483173947,-26.209770310372207,-1.703160189319211,-10.015418737796578,-3.884192225328065,5.325429277133563,8.424649696593344,5.5987763809307785,1.5958471165696024,1.5140082979282954,3.260865077713138,-2.30863902467208,1.3606228183372693,2.0346638924045295,2.3232034893462203,0.38191156052368713,0.3864005889350128,-2.4293834972558885,-2.8410299819939198,0.2021644515376141,-1.331341194786,-3.878940313783189,1.6873064982620167,0.2799774429766724,0.5009315129800485,0.36873521676114346,1.1924152677369657,-0.5637797584354622,0.31185143274024346,-1.6949451753492302,2.1630708699529007,2.3813887965358216,-1.2039345643402666,-0.4726664469774595,-2.0243075873431295,-2.212129051032771,0.9943202123225733,0.4602492293972659,0.9404495902731644,0.5847732037433199,-0.5337844737470437,-1.6970578128567397,-1.6670067715239438,-1.3375905419407028,-1.6096866606357425,-0.49275991889575554,2.222233435954463,0.8472066725836087,0.901341228151605,2.1075753112477877,1.245768924907847,-2.195383993189127,2.18686800045697,0.9286338618357599]"
Onion Red Peeled,"[-14.751681640051874,-22.459083417811947,-4.2151214918124715,-13.418894710577385,-11.063204717938403,0.03638852599948209,-0.8052091857979151,1.4960593806497189,-1.1889717882699968,2.080711842436135,1.2729308843665403,-2.3904512257776345,0.39355379483036085,0.6338644843295512,3.52487201150788,-1.5556408338725727,-0.6911363399704858,-2.2436287428925583,-2.855871254915852,1.6025374835836255,0.9305040887851159,-3.41265966795366,-1.4940210187727314,1.7419721662406633,3.305645379760692,0.9121955103397951,0.07398516676314927,1.5418865169991864,-1.0564796972364767,-2.2368944279997667,2.2682118511164377,0.1282060856221124,0.7511391823729178,-3.233197880616622,-1.5011704311993739,0.03163341182794461,-0.17295959485277884,0.5928005662991556,1.7513616136657835,1.1171394224713918,-0.3756437747943168,-2.1405315361716903,-2.625545301099391,0.8934472514518405,-1.3669567615988303,-1.3556736716911306,1.4601308545145573,1.0961503579093277,0.7572057980545552,1.68756452641068,1.237827970902836,-1.8571915331739781,1.3954857074430314,-0.49815038623642294]"
Pepper Green,"[-11.984597347976862,-22.497924150826623,-8.541886866685587,-12.029714351451503,-9.533101031960898,2.089712504882841,-1.753860522615264,3.897209772411711,-2.2708177840689423,1.4951163749561904,3.6748397030022515,-2.2206450413765246,1.1947026151835005,-0.5289773376508623,2.40376060734727,-0.4188757125814827,-0.5143149993154194,0.005909158066195201,-4.627141999625708,2.6868942906934956,-4.044361364981405,-3.208874312831111,-2.8545520626052583,-3.0544216920512786,2.2029795214731744,-0.15110868826591972,1.1334129343566253,-2.4486781860641726,0.5149142682918634,-1.4214543085964964,0.3494560100577195,1.4373879134913348,-1.8124773943940236,-1.3609354156176665,-2.2269918960192796,-2.1035093501869446,2.7126402969443157,2.700742441393685,-0.5156669033132846,1.9260581845175642,-1.7904782842198141,-3.4275208596354503,-0.30590422002455997,-0.9421567629399372,-1.4604480939411995,-2.052457533826914,1.819224474344647,0.757244969740948,0.7238288305723473,2.3177369253195064,0.6497399199638022,-1.9597141744108513,2.1357017415436146,0.5176235681239375]"
Nectarine Flat,"[-17.045971814874992,-21.231972385688703,-5.597207111897959,-10.687881182807768,-6.528345535723976,1.8890816555259755,-2.3837331531545547,4.056765743696958,-0.9024904312196114,-0.5674773177745069,4.522598506532841,0.19108335420724992,-0.962630878517683,1.4655539271084626,3.4343291437891477,-2.5169940098456887,1.8499193816390125,-4.151777170303272,-3.989585335517387,2.4788034317345073,-1.7736988980102897,-2.5323728107188574,-0.630632986776318,-1.6725245183213981,3.723392226989163,-0.5587659917377478,1.6366512889836844,0.24784206487332605,1.0902028364374845,-0.36958791915045525,1.7220868175028865,3.903221572950458,-0.550658905791492,-1.0409389994034366,-2.0939300604593023,-0.6925736374749624,-0.8028181829517095,0.6967617765763554,0.5429059308476785,1.9401149109496496,-0.4513888907596598,-0.6366327062382968,-2.754109676471734,-1.3245269983473156,-1.8225033229399032,-0.17740516473645765,-0.26957534218810164,-0.12742067336743523,2.5286446733134755,0.6764292268402797,0.5408228453820508,-2.968660137567962,1.5391158361683648,-0.22033107214263567]"
